ts,sym,side,qty,px
2021-01-09 16:30:00,BTC_USDT,SELL,0.043720756,36246.28
2021-01-09 16:45:00,BTC_USDT,BUY,0.043337993,36566.223
2021-01-09 17:15:00,BTC_USDT,SELL,0.043337993,36218.863
2021-01-09 17:45:00,BTC_USDT,BUY,0.04297126,36527.875
2021-01-09 18:30:00,BTC_USDT,SELL,0.04297126,36204.504
2021-01-09 18:45:00,BTC_USDT,BUY,0.04252252,36585.926
2021-01-09 19:45:00,BTC_USDT,SELL,0.04252252,36110.605
2021-01-09 20:30:00,BTC_USDT,BUY,0.0420552,36511.402
2021-01-09 20:45:00,BTC_USDT,SELL,0.0420552,36195.723
2021-01-09 21:00:00,BTC_USDT,BUY,0.041566607,36621.207
2021-01-09 21:30:00,BTC_USDT,SELL,0.041566607,36218.184
2021-01-09 21:45:00,BTC_USDT,BUY,0.041205816,36536.332
2021-01-09 22:00:00,BTC_USDT,SELL,0.041205816,36231.133
2021-01-09 22:30:00,BTC_USDT,BUY,0.040878106,36521.66
2021-01-09 23:15:00,BTC_USDT,SELL,0.040878106,36134.367
2021-01-09 23:30:00,BTC_USDT,BUY,0.040539555,36435.887
2021-01-10 00:15:00,BTC_USDT,SELL,0.040539555,36095.867
2021-01-10 01:15:00,BTC_USDT,BUY,0.04020493,36395.875
2021-01-10 01:30:00,BTC_USDT,SELL,0.04020493,35999.035
2021-01-10 01:45:00,BTC_USDT,BUY,0.03975142,36409.34
2021-01-10 02:15:00,BTC_USDT,SELL,0.03975142,36035.812
2021-01-10 02:30:00,BTC_USDT,BUY,0.039354,36400.145
2021-01-10 03:30:00,BTC_USDT,SELL,0.039354,36024.895
2021-01-10 03:45:00,BTC_USDT,BUY,0.038994066,36357.65
2021-01-10 04:15:00,BTC_USDT,SELL,0.038994066,36021.04
2021-01-10 04:30:00,BTC_USDT,BUY,0.0386893,36305.312
2021-01-10 05:00:00,BTC_USDT,SELL,0.0386893,35944.215
2021-01-10 05:15:00,BTC_USDT,BUY,0.038258217,36348.215
2021-01-10 05:30:00,BTC_USDT,SELL,0.038258217,35989.02
2021-01-10 05:45:00,BTC_USDT,BUY,0.03784706,36380.2
2021-01-10 08:45:00,BTC_USDT,SELL,0.03784706,35861.62
2021-01-10 09:00:00,BTC_USDT,BUY,0.037542164,36153.9
2021-01-10 10:30:00,BTC_USDT,SELL,0.037542164,35691.62
2021-01-10 10:45:00,BTC_USDT,BUY,0.037256483,35965.3
2021-01-10 11:45:00,BTC_USDT,SELL,0.037256483,35475.543
2021-01-10 12:00:00,BTC_USDT,BUY,0.03696417,35755.945
2021-01-10 12:15:00,BTC_USDT,SELL,0.03696417,35393.85
2021-01-10 12:30:00,BTC_USDT,BUY,0.03664922,35697.695
2021-01-10 14:45:00,BTC_USDT,SELL,0.03664922,35217.72
2021-01-10 15:00:00,BTC_USDT,BUY,0.03631921,35537.62
2021-01-10 15:30:00,BTC_USDT,SELL,0.03631921,35143.664
2021-01-10 16:00:00,BTC_USDT,BUY,0.036030095,35425.777
2021-01-10 16:30:00,BTC_USDT,SELL,0.036030095,35035.14
2021-01-10 16:45:00,BTC_USDT,BUY,0.035643116,35414.96
2021-01-10 20:00:00,BTC_USDT,SELL,0.035643116,34888.47
2021-01-10 20:30:00,BTC_USDT,BUY,0.035316125,35211.742
2021-01-10 21:45:00,BTC_USDT,SELL,0.035316125,34779.062
2021-01-10 22:00:00,BTC_USDT,BUY,0.035052236,35041.527
2021-01-10 22:30:00,BTC_USDT,SELL,0.035052236,34737.242
2021-01-10 22:45:00,BTC_USDT,BUY,0.034800097,34989.164
2021-01-11 00:15:00,BTC_USDT,SELL,0.034800097,34635.043
2021-01-11 00:30:00,BTC_USDT,BUY,0.034624632,34810.74
2021-01-11 00:45:00,BTC_USDT,SELL,0.034624632,34593.184
2021-01-11 01:15:00,BTC_USDT,BUY,0.034487337,34731.027
2021-01-11 03:30:00,BTC_USDT,SELL,0.034487337,34307.53
2021-01-11 03:45:00,BTC_USDT,BUY,0.03432003,34474.91
2021-01-11 04:00:00,BTC_USDT,SELL,0.03432003,34244.31
2021-01-11 04:15:00,BTC_USDT,BUY,0.034164924,34399.953
2021-01-11 04:30:00,BTC_USDT,SELL,0.034164924,34158.43
2021-01-11 04:45:00,BTC_USDT,BUY,0.033994887,34329.27
2021-01-11 05:15:00,BTC_USDT,SELL,0.033994887,34037.48
2021-01-11 05:30:00,BTC_USDT,BUY,0.033828694,34204.695
2021-01-11 05:45:00,BTC_USDT,SELL,0.033828694,33958.99
2021-01-11 06:00:00,BTC_USDT,BUY,0.03365267,34136.63
2021-01-11 08:45:00,BTC_USDT,SELL,0.03365267,33672.973
2021-01-11 09:15:00,BTC_USDT,BUY,0.03349598,33830.55
2021-01-11 09:45:00,BTC_USDT,SELL,0.03349598,33554.39
2021-01-11 10:00:00,BTC_USDT,BUY,0.033274606,33777.43
2021-01-11 10:15:00,BTC_USDT,SELL,0.033274606,33517.457
2021-01-11 10:30:00,BTC_USDT,BUY,0.033120602,33673.656
2021-01-11 11:00:00,BTC_USDT,SELL,0.033120602,33446.812
2021-01-11 11:45:00,BTC_USDT,BUY,0.033013593,33555.305
2021-01-11 12:45:00,BTC_USDT,SELL,0.033013593,33236.246
2021-01-11 13:00:00,BTC_USDT,BUY,0.03284377,33408.15
2021-01-11 13:30:00,BTC_USDT,SELL,0.03284377,33154.652
2021-01-11 14:00:00,BTC_USDT,BUY,0.03272505,33274.9
2021-01-11 14:15:00,BTC_USDT,SELL,0.03272505,33056.79
